pyRAP_Gene	feature	Gene_base	locus	GO_terms	log2foldchange	padj
rpsC.208	CDS	rpsC	BSU_01220	Ribosomal proteins, Essential genes, Universally conserved proteins	0.64	0.992104139270028
S802.3189	S_feature	S802	new_2228723_2229384	na	-0.64	na
dapI.2124	CDS	dapI	BSU_14190	Biosynthesis of peptidoglycan, Biosynthesis/ acquisition of lysine/ threonine, Biosynthesis of peptidoglycan, Essential genes	-0.64	0.997999564948224
albG.5659	CDS	albG	BSU_37430	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Membrane proteins	0.64	0.997999564948224
hutG.5947	CDS	hutG	BSU_39380	Utilization of histidine	0.64	0.997999564948224
argI.6086	CDS	argI	BSU_40320	Utilization of arginine/ ornithine, Phosphorylation on a Ser residue	0.64	0.989114238854471
tcyJ.4452	CDS	tcyJ	BSU_29380	Biosynthesis/ acquisition of cysteine, Membrane proteins, Uptake of amino acids	-0.64	na
opuAA_opuAB.474	intergenic_UTR	opuAA_opuAB	BSU_02980	Coping with hyper-osmotic stress, Membrane proteins, Uptake of compatible solutes for osmoprotection	0.64	na
resD.3492	CDS	resD	BSU_23120	Regulators of electron transport, Two-component system response regulators, Phosphorylation on an Asp residue	0.64	0.975183137572134
trmG_iscSB.4483	intergenic_UTR	trmG_iscSB	BSU_29580	tRNA modification and maturation	-0.64	na
der.3449	CDS	der	BSU_22840	Ribosome assembly, Essential genes, GTP-binding proteins	0.64	0.952137061272351
sunA.3236	CDS	sunA	BSU_21480	Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds, Toxins, antitoxins and immunity against toxins, SP-beta prophage, Secreted proteins, Toxins, antitoxins and immunity/ Additional genes	0.64	0.975183137572134
yqiI.3644	CDS	yqiI	BSU_24190	Utilization of cell wall components, Cell wall degradation/ turnover/ Additional genes	0.64	na
S676.2742	S_feature	S676	new_1943983_1944112_c	na	-0.64	na
chrB.5462	CDS	chrB	BSU_36120	Resistance against toxic metals, Membrane proteins, Other exporters	0.64	0.997999564948224
rpsG.189	CDS	rpsG	BSU_01110	Ribosomal proteins, Essential genes, Universally conserved proteins, Phosphorylation on an Arg residue	0.64	0.997999564948224
hemY.1506	CDS	hemY	BSU_10140	Biosynthesis of heme/ siroheme, Membrane proteins	0.64	0.997999564948224
yvfU_yvfT.5149	intergenic_UTR	yvfU_yvfT	BSU_34060	Two-component system response regulators, Phosphorylation on an Arg residue, Phosphorylation on an Asp residue	0.64	na
estB.1256	CDS	estB	BSU_08350	Utilization of lipids/ other, Secreted proteins	0.64	0.997999564948224
pheA_thrR.4217	intergenic_UTR	pheA_thrR	BSU_27900	Biosynthesis/ acquisition of aromatic amino acids	0.63	na
iolC_iolB.6001	intergenic_UTR	iolC_iolB	BSU_39740	Utilization of inositol	0.63	0.997999564948224
ykoH.1979	CDS	ykoH	BSU_13260	Protein kinases, Two-component sensor kinase, Membrane proteins, Phosphorylation on a His residue	-0.63	na
dgcW.1999	CDS	dgcW	BSU_13420	Metabolism of signalling nucleotides, Membrane proteins	0.63	0.997999564948224
yueB.4821	CDS	yueB	BSU_31860	Protein secretion, Phage-related functions, Membrane proteins	-0.63	0.997999564948224
yqkD.3566	CDS	yqkD	BSU_23640	Proteins of unknown function	-0.63	0.997999564948224
fabF.1677	CDS	fabF	BSU_11340	Membrane dynamics, Biosynthesis of fatty acids, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes	0.63	0.992104139270028
yloC_remA.2350	intergenic_UTR	yloC_remA	BSU_15660	Endoribonucleases	-0.63	0.992104139270028
khtT.1459	CDS	khtT	BSU_09860	Membrane proteins, Metal ion transporter, Potassium uptake/ export, Targets of c-di-AMP	-0.63	na
ydzJ_ydjO.976	intergenic_UTR	ydzJ_ydjO	BSU_06269	Proteins of unknown function	-0.63	na
yoqF.3111	CDS	yoqF	BSU_20650	SP-beta prophage	0.63	na
yraL_yraK.4045	intergenic_UTR	yraL_yraK	BSU_26900	Proteins of unknown function	0.63	na
yckA.536	CDS	yckA	BSU_03370	Membrane proteins, Unknown ABC transporters	-0.63	na
exoA.6174	CDS	exoA	BSU_40880	DNA repair/ recombination, Sporulation proteins/ other, A/P endonucleases	0.63	na
S567.2311	sRNA_independent	S567	new_1612428_1612520	na	-0.63	na
besA.4848	CDS	besA	BSU_32010	Acquisition of iron / Other, Acquisition of iron / Other, Efp-dependent proteins	-0.63	0.997999564948224
yopO.3134	CDS	yopO	BSU_20820	Transcription factor/ other/ based on similarity, SP-beta prophage	-0.63	na
ytbD_ytbE.4399	intergenic_UTR	ytbD_ytbE	BSU_29040	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins	-0.63	na
ytcP.4570	CDS	ytcP	BSU_30170	Membrane proteins, Efp-dependent proteins, Uptake of carbon sources, Utilization of pectin	-0.63	na
tenI.1737	CDS	tenI	BSU_11660	Biosynthesis/ acquisition of thiamine	-0.63	na
ilvE.385	CDS	ilvE	BSU_02390	Biosynthesis/ acquisition of branched-chain amino acids	0.63	0.997999564948224
yloV.2374	CDS	yloV	BSU_15840	Phosphorylation on an Arg residue, Biosynthesis of phospholipids	0.63	0.93988559319956
yrdN.4008	CDS	yrdN	BSU_26660	Poorly characterized/ putative enzymes	0.63	na
arsB_yqcK.3888	intergenic_UTR	arsB_yqcK	BSU_25790	Resistance against toxic metals, Skin element, Metal ion transporter	0.63	na
yraJ.4048	CDS	yraJ	BSU_26920	Proteins of unknown function	0.63	0.997999564948224
yesU.1082	CDS	yesU	BSU_07030	Proteins of unknown function	-0.63	na
yxaI.6030	CDS	yxaI	BSU_39960	Membrane proteins, Proteins of unknown function	0.63	0.997999564948224
dltB.5815	CDS	dltB	BSU_38510	Biosynthesis of teichoic acid, Biosynthesis of teichoic acid, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Membrane proteins, Other transporters	0.63	0.997999564948224
yqxI.3902	CDS	yqxI	BSU_25890	Skin element, Secreted proteins	0.63	0.992104139270028
cwlQ_yjbK.1723	intergenic_UTR	cwlQ_yjbK	BSU_11570	Swarming, Secreted proteins	-0.63	0.965231356489525
yoxB.2788	CDS	yoxB	BSU_18520	General stress proteins (controlled by SigB)	0.63	0.997999564948224
murJ.4557	CDS	murJ	BSU_30050	Biosynthesis of peptidoglycan, Biosynthesis of peptidoglycan, Membrane proteins	0.63	0.997999564948224
yxbB.6022	CDS	yxbB	BSU_39890	Proteins of unknown function	0.63	0.992104139270028
nupO.4769	CDS	nupO	BSU_31550	Biosynthesis/ acquisition of purine nucleotides, Membrane proteins, Uptake of carbon sources	-0.63	na
ureC.5537	CDS	ureC	BSU_36640	Utilization of urea	0.63	0.997999564948224
gudP.399	putative_sRNA	gudP	BSU_02480	Utilization of glucarate/galactarate, Membrane proteins, Carbohydrate transporter	-0.63	na
lutB_lutA.5146	intergenic_UTR	lutB_lutA	BSU_34040	Utilization of organic acids, Phosphorylation on an Arg residue	0.63	0.997999564948224
yorI.3075	CDS	yorI	BSU_20370	DNA replication/ based on similarity, SP-beta prophage	0.63	0.997999564948224
amyE.483	CDS	amyE	BSU_03040	Utilization of starch/ maltodextrin, Secreted proteins	-0.62	0.952137061272351
hemQ.5697	CDS	hemQ	BSU_37670	Biosynthesis of heme/ siroheme, Phosphorylation on a Ser residue	0.62	0.992104139270028
ytjA.4638	CDS	ytjA	BSU_30680	Lifestyles/ miscellaneous	-0.62	na
S47.166	sRNA_independent	S47	new_117257_117348	na	-0.62	0.997999564948224
catE.1245	CDS	catE	BSU_08240	Resistance against oxidative and electrophile stress, Detoxification reactions	0.62	na
S184.821	S_feature	S184	new_574025_574105_c	na	-0.62	na
mreB.4238	CDS	mreB	BSU_28030	Cell shape, Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.62	0.992104139270028
metK.4619	CDS	metK	BSU_30550	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine, Essential genes	0.62	0.968335399049267
alaP.4202	putative_sRNA	alaP	BSU_30530	Membrane proteins, Biosynthesis/acquisition of L- and D-alanine, APC superfamily	0.62	na
glcT_gswA_ptsG.2073	transcript	glcT_gswA_ptsG	BSU_13880	Glycolysis, PRD-type regulators, RNA binding regulators, Phosphorylation on a His residue	-0.62	0.997999564948224
yktD.2199	CDS	yktD	BSU_14690	Poorly characterized/ putative enzymes	-0.62	0.997999564948224
ruvA.4192	CDS	ruvA	BSU_27740	DNA repair/ recombination, Double strand breaks repair	-0.62	na
xkdP.1895	CDS	xkdP	BSU_12690	PBSX prophage	-0.62	na
yjzB.1675	CDS	yjzB	BSU_11320	Class V	0.62	na
yetA.1088	CDS	yetA	BSU_07090	Utilization of pectin	-0.62	na
yrzE.4182	CDS	yrzE	BSU_27690	Newly identified sporulation proteins (based on transcription profiling)	0.62	na
pbuE.895	CDS	pbuE	BSU_05800	Nucleotide metabolism/ other, Membrane proteins, Nucleotide/ nucleoside transporter	0.62	na
yxjF.5881	CDS	yxjF	BSU_38970	Sporulation proteins/ other, Poorly characterized/ putative enzymes	-0.62	na
ywkF.5598	CDS	ywkF	BSU_36990	Newly identified sporulation proteins (based on transcription profiling), Membrane proteins	0.62	na
yxiK.5910	CDS	yxiK	BSU_39140	Proteins of unknown function	-0.62	na
bipA.2207	CDS	bipA	BSU_14770	Translation factors, Cold stress proteins	0.62	0.992104139270028
clpC.150	CDS	clpC	BSU_00860	Sporulation proteins/ other, General stress proteins (controlled by SigB), Heat shock proteins, Phosphorylation on an Arg residue, Additional proteins involved in proteolysis, Cell wall/ other, Swarming	0.62	0.989114238854471
yfjR.1209	CDS	yfjR	BSU_07990	Poorly characterized/ putative enzymes, Phosphorylation on either a Ser, Thr or Tyr residue	0.62	0.997999564948224
ygaB.1297	CDS	ygaB	BSU_08670	Proteins of unknown function	0.62	0.997999564948224
mreB.4239	putative_sRNA	mreB	BSU_28030	Cell shape, Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.62	0.992104139270028
gbsB.4689	CDS	gbsB	BSU_31050	Biosynthesis of glycine betaine, Coping with hyper-osmotic stress	0.62	0.997999564948224
ycbP.414	CDS	ycbP	BSU_02590	General stress proteins (controlled by SigB), Membrane proteins	0.62	0.997999564948224
ydzV.936	pseudogene	ydzV	BSU_06049	Prophage 3, Pseudogenes	0.61	na
S552_ylbK.2250	sRNA_5UTR	S552_ylbK	new_1571851_1571980	na	0.61	na
surA.2684	transcript	surA	BSU_misc_RNA_72	Small RNAs with unknown functions	0.61	na
yolB_yolA.3242	intergenic_UTR	yolB_yolA	BSU_21530	SP-beta prophage, Secreted proteins, Swarming	-0.61	0.997999564948224
pucH.4905	CDS	pucH	BSU_32410	Utilization of nucleotides	0.61	na
yyzF.6074	CDS	yyzF	BSU_40239	Proteins of unknown function	-0.61	0.997999564948224
mreB_ysxA.4240	CDS	mreB_ysxA	BSU_28030	Cell shape, Membrane dynamics, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.61	0.992104139270028
S1201_yugH.4749	CDS_3'UTR	S1201_yugH	new_3225621_3225771_c	na	-0.61	na
rpmA_rppA.4225	intergenic_UTR	rpmA_rppA	BSU_27940	Ribosomal proteins, Essential genes	-0.61	0.997999564948224
ydfI.845	CDS	ydfI	BSU_05420	Two-component system response regulators, Phosphorylation on an Asp residue	0.61	na
hxlB_hxlA.552	intergenic_UTR	hxlB_hxlA	BSU_03450	Resistance against oxidative and electrophile stress	-0.61	na
spsE.5720	CDS	spsE	BSU_37870	Sporulation proteins/ other, Biosynthesis of legionaminic acid (for spore crust))	-0.61	na
ypmT_ypmS.3274	intergenic_UTR	ypmT_ypmS	BSU_21720	Membrane proteins, Proteins of unknown function	0.61	na
yosV.3026	CDS	yosV	BSU_19990	SP-beta prophage	-0.61	na
ynzB_S649.2670	CDS_3'UTR	ynzB_S649	BSU_17740	Germination/ based on similarity	-0.61	na
rplC.197	CDS	rplC	BSU_01160	Ribosomal proteins, Essential genes, Universally conserved proteins	0.61	0.997999564948224
yopD.3155	CDS	yopD	BSU_20930	SP-beta prophage, Membrane proteins	-0.61	0.997999564948224
mreC.4236	CDS	mreC	BSU_28020	Cell shape, Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Essential genes, Membrane proteins	0.61	0.992104139270028
yflK.1164	CDS	yflK	BSU_07650	Detoxification reactions	0.61	0.997999564948224
ydzH.856	CDS	ydzH	BSU_05520	Proteins of unknown function, Newly identified sporulation proteins (based on transcription profiling)	-0.61	na
cwlS.2940	CDS	cwlS	BSU_19410	Autolysis, Endopeptidases	0.61	0.968335399049267
etfA_etfB.4319	intergenic_UTR	etfA_etfB	BSU_28520	Electron transport/ other, Utilization of fatty acids	0.61	0.997999564948224
ecfT_truA.256	intergenic_UTR	ecfT_truA	BSU_01470	ECF transporter, Membrane proteins, The general components of the ECF transporters, Swarming	-0.61	na
artP.3615	CDS	artP	BSU_23980	Biosynthesis/ acquisition of arginine, Membrane proteins, Uptake of amino acids, Secreted proteins	0.61	0.997999564948224
yjbA.1690	CDS	yjbA	BSU_11410	Sporulation proteins/ other	-0.61	na
infC.4375	CDS	infC	BSU_28870	Translation factors, Essential genes	-0.61	0.997999564948224
hmoA.1095	CDS	hmoA	BSU_07150	Acquisition of iron / Other, Acquisition of iron / Other	-0.61	0.997999564948224
yobA.2839	CDS	yobA	BSU_18810	Proteins of unknown function	0.61	0.997999564948224
S1035.4116	sRNA_independent	S1035	new_2791968_2792100_c	na	-0.61	0.997999564948224
yoqL.3103	CDS	yoqL	BSU_20590	SP-beta prophage	0.61	na
yflH.1170	CDS	yflH	BSU_07680	General stress proteins (controlled by SigB)	-0.61	0.997999564948224
abfB.4316	CDS	abfB	BSU_28510	Utilization of arabinan/ arabinose/ arabitol	-0.61	na
yxiI.5912	CDS	yxiI	BSU_39160	Proteins of unknown function	-0.61	na
yrdP.4004	CDS	yrdP	BSU_26640	Resistance against toxic metals, Trace metals/ Other	0.61	na
cesA.847	CDS	cesA	BSU_05440	Utilization of lipids/ other	-0.61	0.997999564948224
ldeJ.2756	CDS	ldeJ	BSU_18260	Utilization of branched-chain amino acids, Sporulation proteins/ other	0.61	na
yrhG.4094	CDS	yrhG	BSU_27200	Transporter for organic acids, Membrane proteins	-0.6	na
frlN.4931	CDS	frlN	BSU_32590	Utilization of amino sugars, Utilization of amino sugars, Membrane proteins, Uptake of carbon sources	-0.6	na
ypmP.3279	CDS	ypmP	BSU_21760	Proteins of unknown function	0.6	0.992104139270028
S986.3976	sRNA_independent	S986	new_2707685_2707807	na	0.6	na
glnH.4140	CDS	glnH	BSU_27440	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Sporulation proteins/ other, Membrane proteins, Uptake of amino acids	-0.6	na
iscSA_cymR.4154	intergenic_UTR	iscSA_cymR	BSU_27510	tRNA modification and maturation, Essential genes, Phosphorylation on an Arg residue	0.6	0.997999564948224
dnaK_grpE.3836	intergenic_UTR	dnaK_grpE	BSU_25470	Chaperones/ protein folding, Heat shock proteins, Phosphorylation on either a Ser, Thr or Tyr residue, Protein secretion	0.6	na
ydgK.880	CDS	ydgK	BSU_05680	Resistance against toxins/ antibiotics/ based on similarity, Membrane proteins, Other transporters	0.6	na
csbB.1287	CDS	csbB	BSU_08600	General stress proteins (controlled by SigB), Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress, Membrane proteins, Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid	0.6	0.997999564948224
atpD.5569	CDS	atpD	BSU_36810	Membrane proteins, ATPase, Phosphorylation on either a Ser, Thr or Tyr residue	0.6	0.997999564948224
psdA.5235	CDS	psdA	BSU_34700	Resistance against toxins/ antibiotics, Membrane proteins, Export of peptides	0.6	0.997999564948224
ltaSP.5050	putative_sRNA	ltaSP	BSU_33360	Biosynthesis of lipoteichoic acid, Biosynthesis of lipoteichoic acid, Membrane proteins	-0.6	0.997999564948224
odhB_odhA.2934	intergenic_UTR	odhB_odhA	BSU_19360	TCA cycle, Membrane proteins, Phosphorylation on an Arg residue	-0.6	0.997999564948224
S955.3799	sRNA_independent	S955	new_2605598_2605729_c	na	0.6	na
yjkA.1827	CDS	yjkA	BSU_12240	Membrane proteins, Unknown ABC transporters	-0.6	na
yflJ.1165	CDS	yflJ	BSU_07660	Newly identified sporulation proteins (based on transcription profiling)	0.6	0.997999564948224
S1086.4364	S_feature	S1086	new_2948977_2949052_c	na	0.6	na
thrS_ytxC.4384	intergenic_UTR	thrS_ytxC	BSU_28950	Aminoacyl-tRNA synthetases	-0.6	na
yrhE_yrhD.4100	intergenic_UTR	yrhE_yrhD	BSU_27220	Poorly characterized/ putative enzymes	-0.6	na
purS.1003	CDS	purS	BSU_06460	Biosynthesis/ acquisition of purine nucleotides	0.6	0.997999564948224
rluD_pyrR.2319	intergenic_UTR	rluD_pyrR	BSU_15460	rRNA modification and maturation/ based on similarity	0.6	0.997999564948224
atpF.5576	CDS	atpF	BSU_36850	Membrane proteins, ATPase	0.6	0.997999564948224
bsuRC.949	CDS	bsuRC	BSU_06110	DNA restriction/ modification, Prophage 3	0.6	0.992104139270028
yoyE.2974	CDS	yoyE	BSU_19639	Newly identified sporulation proteins (based on transcription profiling)	-0.6	na
xlyB.1855	CDS	xlyB	BSU_12460	Autolysis, PBSX prophage, Phage-related functions, Secreted proteins	-0.6	0.997999564948224
frlO.4932	CDS	frlO	BSU_32600	Utilization of amino sugars, Utilization of amino sugars, Membrane proteins, Uptake of carbon sources	-0.6	0.997999564948224
treA.1188	CDS	treA	BSU_07810	Utilization of trehalose	-0.6	0.997999564948224
pxpB.640	CDS	pxpB	BSU_04080	Proteins controlling the activity of the kinases, Proteins controlling the activity of the kinases, Detoxification reactions	0.6	0.997999564948224
fabHB.1510	CDS	fabHB	BSU_10170	Biosynthesis of fatty acids	0.6	0.997999564948224
ribZC.1650	CDS	ribZC	BSU_11140	Biosynthesis/ acquisition of riboflavin/ FAD	-0.6	0.997999564948224
yqjC.3607	CDS	yqjC	BSU_23930	Sporulation proteins/ other	0.6	na
ydhH.890	CDS	ydhH	BSU_05760	Membrane proteins, Proteins of unknown function	-0.6	na
bdbC_bdbD.5065	intergenic_UTR	bdbC_bdbD	BSU_33470	Genetic competence, Chaperones/ protein folding, Genetic competence, Sporulation proteins/ other, Membrane proteins	-0.6	na
recO.3805	CDS	recO	BSU_25280	DNA repair/ recombination, Other proteins	0.59	0.997999564948224
fhuC.5038	CDS	fhuC	BSU_33290	Membrane proteins, Uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores, ABC transporters for the uptake of iron/ siderophores	-0.59	0.997999564948224
pxpG.636	CDS	pxpG	BSU_04060	Membrane proteins, Other transporters	0.59	0.997999564948224
cotOO.4666	CDS	cotOO	BSU_30890	Class V	-0.59	na
mswK.1631	transcript	mswK	BSU_misc_RNA_12	na	-0.59	na
tpeK.5984	CDS	tpeK	BSU_39650	Protein kinases, Two-component sensor kinase, Resistance against toxins/ antibiotics, Membrane proteins, Phosphorylation on a His residue	-0.59	0.997999564948224
cwlT.779	CDS	cwlT	BSU_04970	Autolysis, ICEBs1	0.59	na
surG_S593.2491	transcript	surG_S593	BSU_misc_RNA_71	na	0.59	na
YP_009513963.2803	CDS	YP_009513963	na	na	0.59	na
pucB.4919	CDS	pucB	BSU_32500	Utilization of nucleotides	0.59	na
ispA_b.1970	CDS	ispA_b	BSU_13190	Utilization of proteins, Additional proteins involved in proteolysis	-0.59	0.997999564948224
rpmA.4224	CDS	rpmA	BSU_27940	Ribosomal proteins, Essential genes	0.59	0.997999564948224
ynfCc_ynfCn.2736	pseudogene	ynfCc_ynfCn	BSU_18109	na	-0.59	0.997999564948224
resB.3496	CDS	resB	BSU_23140	Respiration/ other, Membrane proteins	0.59	0.997911135829097
rlmB.163	CDS	rlmB	BSU_00960	rRNA modification and maturation	0.59	0.997999564948224
ycxC.567	CDS	ycxC	BSU_03550	Membrane proteins, Proteins of unknown function	-0.59	na
yoqP.3098	CDS	yoqP	BSU_20550	SP-beta prophage	0.59	na
yqeM.3858	CDS	yqeM	BSU_25610	Proteins of unknown function	0.59	0.997999564948224
fosB.2689	CDS	fosB	BSU_17840	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics	-0.59	0.997999564948224
yraL.4044	CDS	yraL	BSU_26900	Proteins of unknown function	-0.59	0.997999564948224
pfeT.2067	CDS	pfeT	BSU_13850	Membrane proteins, Iron export, Metal ion transporter	-0.59	0.997999564948224
yfiF.1246	CDS	yfiF	BSU_08250	Transcription factor/ other/ based on similarity	-0.59	na
liaF.5014	CDS	liaF	BSU_33100	Control of response regulators/ other, Resistance against oxidative and electrophile stress, Resistance against toxins/ antibiotics, Membrane proteins	0.59	0.997999564948224
catD.1243	CDS	catD	BSU_08230	Resistance against oxidative and electrophile stress, Membrane proteins, Detoxification reactions	-0.59	na
rapA.1851	putative_sRNA	rapA	BSU_12430	Protein phosphatases, Response regulator aspartate phosphatase, Quorum sensing, Phosphatases controlling the phosphorelay, Phosphatases controlling the phosphorelay	0.59	0.997999564948224
yqfZ.3766	CDS	yqfZ	BSU_25060	Sporulation proteins/ other	0.59	na
glnQ.4139	CDS	glnQ	BSU_27430	Biosynthesis/ acquisition of glutamate/ glutamine/ ammonium assimilation, Utilization of glutamine/ glutamate, Sporulation proteins/ other, Membrane proteins, Uptake of amino acids	0.59	na
sigV.4077	CDS	sigV	BSU_27120	Sigma factors, Sigma factors, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.59	na
ytkA.4635	CDS	ytkA	BSU_30660	Membrane proteins, Terminal oxidases	0.59	0.997999564948224
ydzA.663	CDS	ydzA	BSU_04240	Proteins of unknown function	0.59	0.997999564948224
S1014.4047	sRNA_independent	S1014	new_2750810_2750882_c	na	0.59	na
ytxB_dnaI.4389	intergenic_UTR	ytxB_dnaI	BSU_28970	Proteins of unknown function	-0.59	na
spsA.5724	CDS	spsA	BSU_37910	Sporulation proteins/ other	-0.59	na
citB.2719	CDS	citB	BSU_18000	TCA cycle, RNA binding regulators, Trigger enzyme that acts by binding of a specific RNA element, Utilization of branched-chain amino acids	0.59	0.997999564948224
Novel_transcript.4505	Novel_transcript	Novel_transcript	na	na	0.59	0.997999564948224
secY_adk.236	intergenic_UTR	secY_adk	BSU_01360	Protein secretion, Essential genes, Membrane proteins, Universally conserved proteins	-0.59	0.997999564948224
hupN.3181	CDS	hupN	BSU_21050	Genetics/ other/ based on similarity, SP-beta prophage	0.59	0.997999564948224
yufK.4765	CDS	yufK	BSU_31510	Membrane proteins, Proteins of unknown function	0.59	0.997999564948224
purF.1006	CDS	purF	BSU_06490	Biosynthesis/ acquisition of purine nucleotides	0.59	0.997999564948224
bdbA.3233	CDS	bdbA	BSU_21460	Chaperones/ protein folding, SP-beta prophage, Secreted proteins	0.59	0.992104139270028
pcrA_ligA.1027	intergenic_UTR	pcrA_ligA	BSU_06610	DNA repair/ recombination, Additional genes, Essential genes, Other proteins	-0.59	na
yfiG.1247	CDS	yfiG	BSU_08260	Utilization of inositol, Membrane proteins, Carbohydrate transporter	-0.59	0.997999564948224
ysdA.4369	CDS	ysdA	BSU_28840	Membrane proteins, Proteins of unknown function	-0.59	na
dapH_dapI.2123	intergenic_UTR	dapH_dapI	BSU_14180	Biosynthesis of peptidoglycan, Biosynthesis/ acquisition of lysine/ threonine/ based on similarity, Biosynthesis of peptidoglycan, Essential genes	-0.59	na
yozF.2824	CDS	yozF	BSU_18710	Newly identified sporulation proteins (based on transcription profiling)	0.59	na
bceB.4595	CDS	bceB	BSU_30370	Resistance against toxins/ antibiotics, Membrane proteins, Export of peptides	0.59	0.997999564948224
yeaA.981	CDS	yeaA	BSU_06290	Sporulation proteins/ other, Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	-0.58	0.997999564948224
ykoL.1988	CDS	ykoL	BSU_13330	Proteins of unknown function	-0.58	na
Novel_transcript.2068	Novel_transcript	Novel_transcript	na	na	-0.58	na
efeB.5778	CDS	efeB	BSU_38260	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against oxidative and electrophile stress, Membrane proteins, Elemental iron transport system, Elemental iron transport system, Secreted proteins	0.58	0.997999564948224
thiF.1741	CDS	thiF	BSU_11700	Biosynthesis/ acquisition of thiamine	0.58	na
thyA.2658	CDS	thyA	BSU_17680	Biosynthesis/ acquisition of pyrimidine nucleotides	0.58	0.997999564948224
citT.1155	CDS	citT	BSU_07590	Utilization of organic acids, Two-component system response regulators, Phosphorylation on an Asp residue	0.58	0.997999564948224
yoaD.2796	CDS	yoaD	BSU_18560	Biosynthesis/ acquisition of methionine/ S-adenosylmethionine/ based on similarity	0.58	0.997999564948224
dacF.3543	CDS	dacF	BSU_23480	Penicillin-binding proteins, Sporulation proteins/ other, Secreted proteins	-0.58	na
dnaD_asnS.3378	intergenic_UTR	dnaD_asnS	BSU_22350	DNA replication, Essential genes	-0.58	na
sprC.6190	CDS	sprC	BSU_40950	Sporulation proteins/ other	-0.58	na
ynzI.2635	CDS	ynzI	BSU_17559	Proteins of unknown function	-0.58	na
yqxJ.3901	CDS	yqxJ	BSU_25880	Skin element	0.58	0.997999564948224
xseB.3660	CDS	xseB	BSU_24290	Genetics/ other/ based on similarity	0.58	0.997999564948224
flhF_flhG.2463	CDS	flhF_flhG	BSU_16400	Flagellar proteins, Membrane proteins, Swarming	0.58	0.997999564948224
yhbE_yhbF.1337	intergenic_UTR	yhbE_yhbF	BSU_08950	Flagellar proteins	0.58	na
speA.2191	CDS	speA	BSU_14630	Metabolism of polyamines, Biofilm formation, Other proteins required for biofilm formation	0.58	na
yobS_yobT.2890	intergenic_UTR	yobS_yobT	BSU_19070	Transcription factor/ other/ based on similarity	-0.58	na
epsN.5175	CDS	epsN	BSU_34230	Biofilm formation, Matrix polysaccharide synthesis	0.58	0.997999564948224
ycdF.450	CDS	ycdF	BSU_02830	General stress proteins (controlled by SigB), Poorly characterized/ putative enzymes	0.58	0.997999564948224
S1192.4724	S_feature	S1192	new_3213597_3213853_c	na	0.58	na
cccA.3786	CDS	cccA	BSU_25190	Respiration/ other, Membrane proteins	0.58	0.997999564948224
purT.361	CDS	purT	BSU_02230	Biosynthesis/ acquisition of purine nucleotides	0.58	0.997999564948224
prmA.3829	CDS	prmA	BSU_25450	Translation/ other, Protein modification/ other, Heat shock proteins	0.58	0.997999564948224
putP_putR.514	intergenic_UTR	putP_putR	BSU_03220	Biosynthesis/ acquisition of proline, Utilization of proline, Membrane proteins, Solute:sodium symporter family, Sodium-solute symporter	-0.58	na
sspA.4480	CDS	sspA	BSU_29570	Small acid-soluble spore proteins, Phosphorylation on a Ser residue, Phosphorylation on an Arg residue	-0.58	na
liaE.6064	CDS	liaE	BSU_40170	Control of response regulators/ other, Protein modification/ other, Biosynthesis of antibacterial compounds, Biosynthesis of antibacterial compounds	0.58	0.997999564948224
yqfB.3818	CDS	yqfB	BSU_25370	Cell envelope stress proteins (controlled by SigM, V, W, X, Y), Resistance against toxins/ antibiotics, Membrane proteins	-0.58	0.997999564948224
infA.242	CDS	infA	BSU_01390	Translation factors, Essential genes, Phosphorylation on a Tyr residue	-0.58	0.997999564948224
qoxB.5760	CDS	qoxB	BSU_38160	Terminal oxidases, Membrane proteins	0.58	0.997999564948224
yobQ_yobR.2886	intergenic_UTR	yobQ_yobR	BSU_19050	Transcription factor/ other/ based on similarity	0.58	na
ydhE.885	CDS	ydhE	BSU_05720	Resistance against toxins/ antibiotics/ based on similarity	0.58	0.997999564948224
azoJ.2914	CDS	azoJ	BSU_19230	Resistance against oxidative and electrophile stress	-0.58	0.997999564948224
